id,fold
0df53ae04c,3
0df9f16bc9,3
0e16439e05,3
0e53e6294a,2
0e63d9a8b4,1
0ea5ea6946,4
0eacc93ff3,4
0eb52aa52a,4
0ebe3ee1ad,2
0ec68b2e42,0
0ece337a15,3
0ee8a744eb,0
0f02cec809,2
0f19680b4d,3
0f20f0242c,3
0f3118527c,4
0f4637e4b7,3
0f5ada4dc3,0
0f613bd191,0
0f6e788cdd,1
0f762f2746,3
0f7aa746d6,3
0f9977b1dd,0
0f9b1dbc3f,3
0f9beb1453,1
0faaf196b4,4
0fb7b2772a,1
0fc5ad7e3b,0
0fcbd0567b,3
0fd38464c3,2
0fea4b5049,0
0ff9f243e5,2
1017084680,1
1019e6ed47,3
103713e20d,4
1037da2ff7,1
104ce199d8,0
106a222c7c,1
106e4043ba,0
1075fa3200,1
107f1047c1,3
10833853b3,4
109bccf6c6,4
10a1a5b78f,0
10aa115164,2
10b19bd1f8,1
10e1c8e23a,1
10e835f9ab,1
10ecfda568,3
10f24c23af,3
10f3d01ddb,4
113b017a91,1
114397189f,2
114d62da56,0
114daa1bed,3
11518835a4,0
115ee54da8,4
1167a2bec9,2
1169f5b1fb,2
116bd22fd0,0
11a14b9fcd,1
11a54f2eff,0
11bfb46a23,1
1263576548,1
1267729ffd,0
1268fbf8c2,4
126f253739,1
1277f1a611,2
127ef4105f,4
128f3b0e36,1
12a953a079,0
12bf4f2d3b,1
12c92c9f70,2
12d09b9fa4,3
12e859e91d,3
12e94a5a08,1
130229ec15,0
13037dfbb2,3
1306fcee4c,1
1313dbf1d7,1
131ca4b83d,3
13209940d7,0
132e30cffd,4
13483cd62a,3
135ae076e9,2
136af05158,1
1379940546,1
13adf02399,3
13f3daf89f,1
13f448be07,2
13fb17bf13,4
1401f04c4b,2
1414606ab4,3
14152a6731,1
1435d5602c,0
1439570aec,3
143eefe05a,0
1463aee5b3,1
146ec37657,2
1495558064,0
14a89a1840,3
14bba6af57,3
14c16f99d5,0
14c6a2d399,3
14da113475,4
14dcf18fb6,0
1544a0e952,2
154948ae6d,0
155bcd4b4d,4
157b2aa3e0,4
158765ed16,0
15d079a8e8,2
15d76f1672,3
16017c8e02,3
16207869ba,2
1621c14879,4
1623de321c,0
164873b51f,4
16589f0702,1
1664b6a6d5,3
168f625d62,4
16a9609841,4
16b2119ffa,2
16bee00afc,2
16cebad726,1
16e308dbc3,1
17113fd0bd,1
1724889841,0
1739b1634d,0
173dd2f369,0
174b478747,0
174ebb49df,4
1751290ca2,1
176ad39bc7,2
1770691c51,2
178bd2185d,2
178d777950,1
1790f3520c,4
17972a6517,2
17a6639049,3
17a8b7e7f3,1
17bb0d4b3e,3
17be1887b9,1
17c5d2464c,2
17c6355815,2
17d70fee5c,0
17dd87aefa,4
17dde2138e,3
17e67f9ce4,2
1804a4c064,3
1804b11f9a,1
180d2ec2cc,1
180f0a1854,2
1821c518da,1
1825fadf99,1
182bfc6862,0
182ea1798b,1
184356736e,1
18449e54f8,4
185172060e,0
18590f686a,2
186d861771,1
186edd93a3,4
18ac660fbb,4
18b26e968c,3
18c4cdefec,1
18d013fced,4
18e2325a5b,3
18ea3802ca,4
18f3626b0f,0
18fc51d517,1
190ea39ec4,0
190febf6cd,3
1925c11fce,3
1931feb9b8,3
1937cfedc5,4
196cffdb4b,1
19843b4e95,4
1986fcadda,1
19902af6bd,4
19b7d2e2bf,2
19bd49e478,3
19cc342b91,0
19d821e8e4,4
19e749d0b1,0
19fdb270d6,4
1a0996a817,0
1a1b0c1549,3
1a288f27bf,1
1a28f06897,3
1a2918c9b4,0
1a2d060823,3
1a37af90c1,0
1a4278325d,4
1a4ffa4415,1
1a5c093750,4
1a67b08604,0
1a72cc3d3e,3
1a7f8bd454,3
1a8a17f220,3
1a8c4fd6ea,2
1ab49f29e9,3
1abe5e8a3d,2
1abf3d7f60,0
1ac058f0a4,4
1ac4fd8022,2
1ad2135efa,1
1ad819c49a,4
1aef65e24b,1
1af44a9db0,1
1af9e4bbd8,3
1afddc8196,3
1b073494ab,4
1b0d74b359,0
1b2c817dd0,0
1b2daa0f13,2
1b5a148cd3,1
1b5c4051d4,0
1b61e02423,2
1b6919f87c,3
1b71d67404,3
1b8d100712,4
1b9865501f,0
1bd1c8c771,2
1bebafb9f3,3
1befe1ba44,0
1bf062bda2,1
1bfe4907c1,3
1c02222ef8,3
1c0b2ceb2f,1
1c20fc4477,0
1c3397d0ef,3
1c37e37fbf,2
1c41821d13,2
1c6237ae58,2
1c687fea93,3
1c6f7aac78,0
1c78d88cb8,2
1c8f6881ac,0
1c9fa3dff4,0
1ca865b041,1
1cad8c327b,1
1cb4733828,3
1cb9549d2c,3
1cc428e57e,2
1d0a131f99,0
1d0c2fa004,3
1d2382ac3f,1
1d2c8152bd,0
1d2cd614be,2
1d4e60eafa,4
1d685060b2,2
1d798aa5d5,0
1d7a812c76,3
1d80de2ec9,3
1d93614392,3
1d93cf8169,0
1d955f8103,3
1d9bc2591e,1
1d9f4e875a,0
1da21e7498,4
1dbc694c5d,4
1e2bad4d81,3
1e4a233a70,1
1e4c96a9cd,4
1e5e713964,1
1eaf42beee,0
1ebc029ba0,3
1ee0d5b4d0,2
1ee82dabee,3
1efe1909ed,1
1f0b16aa13,1
1f1cc6b3a4,3
1f1e11aee4,2
1f3299c2ba,4
1f33387a8e,1
1f50bc7a9f,1
1f6afee5ca,2
1f73caa937,0
1f7e3eef06,1
1f805e4733,4
1f8bf8c5d0,1
1f9dcb9a1f,1
1fba03699e,4
1fec8e839a,4
1ff0aa7f05,4
2010b17cf6,1
20349d0a12,1
203f6117be,4
204c4657d5,4
20658e781f,4
2067c20654,3
20894faad9,2
20a0f53112,2
20a4dad0c1,3
20b11dcfb8,0
20b26a6ea7,4
20c99dee06,1
20ed65cbf8,2
2101c21f75,3
211dca3b80,2
211eb21702,3
211fc910da,2
212ba67b51,4
212f074587,0
213e0a9f7b,4
216aa6275d,4
216e2a7492,2
217a70a0cb,2
217eeca27e,0
21d01a8e82,3
21df07989f,0
21e1d6e38d,4
21ec084221,2
2226df3ca1,4
22398d77b8,2
223e0c3942,2
225ae42209,3
226eeb7c67,3
228f9cee2e,2
22a889c9fc,2
22b0774178,4
22e7cc183f,3
22fdf96a54,3
230226a446,4
230b98e713,2
231fc4e8e5,2
2356ec6570,1
236a5cc090,1
2380664922,0
2388b3eb40,1
23a17b87e7,3
23a7afcb36,3
23afbccfb5,1
23b7bf14c5,3
23bbdfd154,4
23c72b10cb,0
23cdfc53fe,3
23e1bb3ee8,4
23e5717c0f,4
23eb8cfbc0,4
2424f4afc7,0
2425501bf4,4
2444e83809,4
24522ec665,4
246d86ba32,2
24a38972a3,1
24a8ae9bb9,1
24b40af38f,3
24bf79cd1e,4
24c102ca1f,3
24cb80b5da,3
24d67576d0,1
24e98d224a,1
24f27c4087,0
25143d7837,1
253eb71c3d,2
253ee294d9,0
254efd9043,0
2556c23489,3
255e6ef6a9,0
2578042000,2
25845ace3d,2
258a5db63e,3
2596227117,3
25a9f40814,1
25bbbcd4a4,3
25bd98aec3,4
25c415e373,0
25d24d4554,3
25db231ea0,0
25dc959ebd,3
25e4b6fd77,2
25e519b494,4
25edb9edb3,3
25f2e30c66,1
25f532d7cc,4
25fb3a895a,4
26000ba320,1
2615b5210d,3
26281da345,1
26382e2d1f,0
263bd9dfd6,1
26527458de,2
26808abb2d,2
268baf2d43,0
268d39db25,4
269b6cad0d,2
26a76b910c,4
26ae98fddb,0
26ec6ef9df,3
2717821409,0
276807c93b,4
2775c5f447,0
27870bb184,2
2787bfe603,2
27a240a570,2
27b5526adb,2
27c035c5ae,1
27c45fef01,1
27c4850501,4
27d0d9af30,4
27de423ad3,1
27e12cbcea,4
27ec51c877,2
27efc3195e,0
27f6632fd1,2
27f923aac9,3
280dcd0b2d,3
2821f70a5a,2
28553d5d42,2
285b9ba056,3
285f4b2e82,4
2874150952,0
287aea3a3b,0
287b0f197f,2
287d035464,0
2886e27fb6,2
288c4c1941,4
28948eeb9c,0
289af097b0,0
28a1187a4e,0
28a9c6e5fe,0
28ad4e60c5,4
28ca5ff16f,1
28d42de29f,0
28df927e87,0
28e3c1128c,2
28f6f52c8f,2
28f865caaa,0
2903f6a1db,2
290e9d9748,0
29162a3471,0
296a04bc06,4
296de39be2,0
2993a272be,0
299ba3cf34,3
299ef808f6,1
29a1b18e79,3
29b25b5f03,1
29b5ee6cf5,1
29beb70925,4
29c033e8e4,2
29d8bf3a4c,1
29df15c1ce,0
29ea4f92c3,2
29fd4ba626,3
2a00ecc904,2
2a070f3dc6,0
2a16af2ae7,2
2a26fb616b,0
2a484baa26,1
2a49169951,4
2a5805ad13,1
2a6477aee8,3
2a71003f75,2
2a9190ed84,3
2ae425e5a3,0
2af008d773,2
2af240d261,2
2af3c055b2,2
2b160a1291,4
2b1e71c2a3,2
2b2fc71ee1,0
2b30313d2c,2
2b39f9a88f,0
2b405e7016,2
2b55bdbda1,4
2b723b8474,3
2b76b47947,3
2b77f82b42,4
2bc179b78c,1
2bc8a3db3c,2
2bca4fe522,4
2bce09096c,3
2bd87e0587,3
2bd913a165,2
2be45a7fa3,2
2bf5343f03,2
2bfa664017,3
2c3c64402e,3
2c45b152f1,3
2c707479f9,2
2ce9c36a98,1
2d20ee4eff,2
2d3c0a68f9,4
2d4e7a937b,0
2d5f4b0213,4
2d64b6a8cf,1
2d7a83381c,1
2d8a3a262b,1
2da763222e,0
2da8da57e1,4
2da9564e53,1
2e035505d6,3
2e69b6eb16,3
2e7921981a,3
2e8bf3f7b3,4
2eae73b03a,4
2ebe2eba03,3
2eca5f70b1,3
2ecb2b0797,3
2edf2e3e05,3
2ee6e81e4b,0
2eea9d51a4,3
2f00b33427,2
2f20c083c2,3
2f2e86de0b,2
2f35ac4b87,1
2f3eff4192,2
2f493f72ff,2
2f4fb95bb7,0
2f5377ea9d,1
2f746f8726,3
2f8b36c386,4
2f8e4f82fd,2
2f917b1124,2
2fa330e8fd,3
2fa4260cde,1
2fa889172a,2
2fb152d905,2
2fb6791298,0
2fbde8630d,4
2fc6fb555f,3
2fd6d25adb,1
2fe0292eea,0
2fe186a2c6,2
2fe4adfd48,2
2ff32a1188,1
2ffe02e882,3
2ffea0c397,2
3004f41177,2
30082e87d9,1
302ea1ac81,1
30307d5103,2
30491b379f,3
306e6e7743,4
3072ae3119,2
30787ad7df,1
308a9348e0,1
30badffdd5,0
30bb4cd749,2
30cb1002fb,4
30cc3d3982,4
30d4fb116b,2
30e4d22141,4
30e5cfec08,3
30ff4f38cf,3
3116a9d54c,1
31250cef62,4
312c4ce754,4
314db606fd,2
316074fdc4,1
31683f8a18,0
3187bf5c2d,0
31a4341eb6,4
31aaa04c63,3
31b003483c,3
31b1314c62,1
31b7874f49,0
31ca053bec,0
31d35c7c1d,3
32062fff08,4
3218afdc84,0
321f21e02f,1
32273eef45,1
3228f203a3,3
323882f716,2
324eb2ec65,1
32599d97bb,4
325cde4fa9,1
3276e900a7,4
3281bb7282,1
32887c2719,0
32afbf53f6,1
32f1039c61,1
32f4fd66ae,2
33041df256,1
33159fbb9b,3
331ec135dd,1
3320eb35e4,2
335474f8ec,3
3358462c1b,2
336e1995cd,3
3371d166f0,3
337b30caff,2
33820f50d8,0
33887a0ae7,3
3391f0befc,3
33b50159a7,2
33ba7dd9a1,1
33dfce3a76,1
33dfe8b243,1
33f32ff406,4
3404341cc6,0
3406ef6042,4
340c808130,2
340fe814a3,2
341f6694f1,1
34205cc12b,4
343b0359b5,3
346358e652,3
3480629331,4
34831dcd0c,1
34b32c5b5d,2
34bd0facd2,3
34bfcfa11b,2
34d2af0f86,4
34e51dba6a,2
34f61e9a54,1
3501da04b2,2
3507f73405,0
351ea99ec3,3
3525fcea1e,2
3531c9193f,3
35499d9dd6,4
356fa48ac4,3
3577258d6b,1
358b9acfb5,1
359128303c,1
3598c246d7,0
35b34a9da1,3
35ba6f2faf,3
35bbf1302b,2
35f3cb48d6,0
35fd991255,3
361d5e6834,1
362cec7849,4
3634f29aac,2
363a171d90,1
365abbdf77,2
365bdf0ae1,2
3662fffe30,4
367c6fb412,3
3685aa0e78,2
368767c9fd,2
3687839ecc,1
368f635c4c,3
36a6901cae,0
36aa21019e,1
36ad52a2e8,4
36b768bfa7,4
36bc8044f8,2
36db23ceb8,1
36e68393b6,3
36f332bd11,4
36f9ab3ee0,0
370763b8a9,1
37251064bd,1
3734601c15,4
376e55e566,4
3782748f51,0
3792be0845,3
3794cd4d73,0
37aa9fc79a,1
37ba215c62,4
37c95ff7df,0
37df75f3a2,3
37e16a5404,4
38063f77a8,3
380dea2a5a,2
380ff30e30,0
38178b0ded,1
3822f73c1c,3
38232d1fe3,0
38438eab6c,4
384d50db49,3
3862950849,1
38673ade97,2
387aa87ae2,0
387b6956c4,1
38a15dee44,1
38c0d9ca8e,2
38dfaadc68,3
38e018ea0f,4
38ec59117e,0
38ed2aa7cb,0
390355fd73,2
393048bc6c,1
393f2db0b0,3
39400e0443,0
395726930f,0
395e668f22,3
396ae389d8,0
3975043a11,2
397f00cf61,4
3984ed8d4e,0
399694c381,4
39a05bf91f,4
39a5b5f33a,1
39cd06da7d,1
39dd1c43bd,1
39f101a807,4
3a068284ed,2
3a310860a3,3
3a3281b37d,1
3a33e1eb89,0
3a3e1e824d,1
3a58606814,3
3a5e5f4202,0
3a690dbd1b,2
3a7bbd73af,4
3ad9500e43,2
3b05fe7a3f,0
3b2f902ec6,4
3b4be071a8,0
3b5c0e9308,0
3b5e9c6e05,4
3b9586e2ff,0
3bbf82fc28,1
3bd3216e16,2
3be0c0be8e,2
3bf70b71cd,1
3c1097c378,3
3c10a71f62,2
3c1d07fc67,1
3c1ed5cc1f,2
3c2ea1a63f,1
3c2f5ba174,1
3c30b8e27b,0
3c35e3ad94,2
3c3e74faf6,4
3c66e5ab54,2
3c6fe4b7ba,0
3c7e2d60a7,3
3c9931bca2,2
3ca252f526,2
3cb59a4fdc,0
3cc59342bd,0
3cd0ce6e18,4
3cd4d01b7d,4
3ce41108fe,1
3ce657b8f7,1
3ced3ed63e,0
3cf0203cfb,4
3d0acb5c90,0
3d0f8c81ce,0
3d339265c4,4
3d4bc58424,2
3d6d400816,3
3d781526c2,4
3d99801810,2
3da64841d8,2
3da729cae9,3
3dae882971,2
3dbbc237c5,4
3dc4b77bb5,3
3dc8ca137c,3
3ddb2ff7a4,0
3de0c773e1,3
3df62de11d,4
3e1c11cfa8,2
3e3431be2f,3
3e84576386,0
3e87545802,4
3e8b5729dc,4
3eabf280ed,4
3ec0423139,4
3ec30a713c,3
3ed6168b22,2
3ed6d1c7df,0
3edc3edf92,2
3ee1cfb6a6,2
3ee4de57f8,1
3ee87f1ea6,1
3f22f2ef0e,4
3f2865df45,4
3f5adbdcc7,0
3f76f25042,1
3f8634704b,4
3f8a8f4715,1
3f9df26c0c,2
3fc4d6b6ed,3
3fc79d2ece,2
3fd0ef2d38,1
3fd616ef00,2
3fe0ac38f0,3
3ff3881428,3
400e66f34e,2
4015200239,1
401b591c07,1
403cb8f4b3,3
404b62a4d5,1
4079c73376,4
407bd44d31,0
4085f8522d,1
40a571cf0f,3
40a7f422e2,0
40aaac97b1,3
40b45f1871,2
40bb5a9cbe,4
40ccdfe09d,3
40d01e18a0,1
40d96e8022,0
40dcff68b3,4
40e8e14e60,1
40fbc03558,1
415eb5b72c,2
416101e57a,4
4161f35a4f,2
417833daa4,2
41895b0f40,4
418a13df5c,4
418b7878a8,3
41a4f7424e,1
41cfd4b320,2
41e173a1e5,0
41e2137184,3
4210e9e5d3,2
423800be38,3
423ae1a09c,3
42758bb41a,0
4279e747a0,4
4285c2ffe8,3
428a877104,3
429b289e07,2
429bf7c665,1
42a3baf571,1
42b9ff31aa,3
42c563d895,4
42d64f2d78,0
43001d32e7,3
430ef30e87,4
4319885cf1,1
4329ab8cf6,3
432b8b6a71,4
4336ac847e,1
437fbb64d4,0
438443e0d3,2
438b4cc6e3,0
43a1dbb062,4
43a9c21cea,2
43ec939286,4
44047c3e10,2
440534c8dd,1
4433b159db,2
44381a3f55,3
443985b709,3
44425dc49d,1
444c32935c,0
444dcc147b,2
44ac5b2526,2
44c8aed146,2
44ccc2d846,3
44d745a704,2
44e3f20074,0
44edd661a0,2
44efef9c4f,2
44f2ea3584,1
44f5dd71ab,1
4514686882,4
4514d46495,2
45180088a6,0
4520536c03,0
452b06b003,3
4541761ba4,0
455c8febce,0
455d05742a,3
4575e490e4,1
457d5edb4c,2
457f80b1c5,3
458a05615e,1
459396b418,1
45a1f78171,1
45a2a01008,0
45a7562dbf,0
45b5f91d83,3
45f292bb41,1
45f31c81d4,2
45fb16d378,3
4608c638bd,1
4618b50b42,4
4630209118,2
46386ca4a3,2
4654389112,3
465463b009,3
465486e6ec,1
465f93cd9c,2
466030918d,0
466548defe,2
46673b0e2d,4
467469da7b,1
4680bc7373,4
4696bb53e6,4
46b424e067,4
46b7364b81,3
46bbe12b2c,0
46bec86213,0
46c1a0e9a3,2
46dd77ede5,2
46f402dcd5,4
4702cdd4f0,1
47048ac10a,4
47398efeb4,1
4743e3bf8d,0
475fafb8e2,1
4766b51055,3
47729d4ee5,3
4776354474,1
479cb24efb,4
47aba1e35c,1
47bd268dcd,0
47fd4036e7,4
481ed855f2,4
483372b203,3
483b35d589,0
4848a3a509,1
4864559ba5,3
486ae46ba0,0
4875705fb0,1
488f5f133e,1
48940ae0b0,2
489a8fd021,3
48a18f5386,0
48b63017da,0
48b8dda801,1
48bb098115,0
48d34846d7,2
48d81e93d9,2
48db3b8c5f,3
492383a53b,3
49336bb17b,4
494daad56b,2
495a2d3c7c,1
495e5d8dc0,4
4985566e7d,1
4986fb6755,2
4989c6509e,4
498d327724,2
499560e566,2
49a90688bf,0
49d061af38,0
49f22705ea,1
49fe2ee7ba,2
4a11c0f4ad,3
4a12baccc4,3
4a27de03fc,1
4a39459597,1
4a5595076f,2
4a5dd4ab45,1
4a7418a5e6,4
4a8d55bdf5,1
4ac19fb269,2
4ad2ddacfc,2
4ad8a63538,4
4b019a8354,2
4b0bf2f4a1,1
4b0c5aad63,2
4b15912a41,3
4b17d5fb8f,3
4b2af55ae6,3
4b3502ca99,2
4b44c94892,1
4b522e501e,2
4b72e35b8b,0
4b873df7a2,4
4b9862566c,0
4b9b8c2e44,1
4bb8260218,3
4bc87727b5,4
4bd876a71c,1
4be0764138,1
4be85a3110,4
4c36178b41,1
4c43d99f68,3
4c4556fff0,3
4c7e3c71e6,4
4c7f2b2c18,1
4c8132dc73,4
4c89e94e36,3
4ca8350f11,1
4ce60abe5f,2
4cfee4b097,1
4d03329aa4,2
4d04dcd959,1
4d1efb19d7,0
4d2ede6b7a,2
4d33311a1e,0
4d341171a4,4
4d4adc5623,2
4d58e8d8ff,0
4d6121dae0,4
4d684d99cc,0
4d7b42314d,4
4d9b845652,4
4d9fa2d97f,0
4db68c7d25,4
4e3ccf37ee,2
4e41f7a5df,1
4e47ff086f,0
4e4cadf03f,2
4e51caa68e,4
4e5d643b2f,3
4e6855dbae,4
4e7d4502bc,2
4e86258646,4
4e89a919ed,1
4e961dd0ed,2
4ebed82264,3
4eccb0cb9d,3
4ed12ec89a,1
4ed2467e7c,0
4edadcf4c4,0
4ee4b3485e,2
4ee5d2c629,0
4ef0559016,0
4f02bab289,1
4f105993c5,4
4f30a97219,4
4f3368a855,0
4f349b5ab8,1
4f5df40ab2,1
4f62a5bb14,2
4f6328bf93,0
4fbda008c7,3
4fd99d2b52,0
4fdc882e4b,1
4ff5c5ef47,2
500683ce7e,3
500d909b87,4
501c68e571,2
50251a9572,4
50290e75f9,4
502b97b954,2
503aba826b,3
504c4a71d2,1
505483d249,0
5081bad441,3
50b3aef4c4,1
50d3073821,3
5103df3d79,0
5108785aaf,1
51179a1815,0
51423622fd,3
5155ad847f,1
51846d4c96,4
51870e8500,4
5187e13789,2
518ee8cf52,3
519cc2a871,4
51acfd1399,3
51b639314d,2
51be9fc3d5,1
51d1696054,2
51e82eaa5b,1
51e8e6bfc4,1
51ede1c702,3
52020f0fd4,3
5203d6e046,1
520fdf987c,0
525be73de5,4
52667992f8,1
526d63530a,3
527c3abd5f,3
528cb6678c,1
52914952d6,2
52a0f74bfe,2
52aa9a9703,2
52ac7bb4c1,2
52ae147d60,0
52e7de7430,0
52fdbf981f,4
5306b708be,0
530f759c6f,2
5326fad561,2
533a731c99,2
5343d4837c,3
53485dc0d9,3
535503063e,2
5378360450,4
537f18bd97,2
5395202313,4
53b480e29f,3
53c79255ba,4
53dab98a36,3
53de66df2a,4
53e17edd83,0
53eb356632,3
5423d6049c,0
543acdb5f7,1
543f5887a2,3
5446a64ba5,3
5448c46aac,4
54629440c9,2
5468ed796d,3
547c9d83fd,2
54842b574a,2
548887f17d,1
5489419bef,4
5489a9e706,1
54a3636ba6,0
54cb8bdbe2,1
54cfa66336,1
54dd074cd7,2
54dd4658d1,4
54e2419450,0
55111519ec,3
553733b17b,3
5559e0ceab,4
5575337f66,4
557feaaf65,4
558b11d1b8,3
55a49950a0,4
55e9012561,2
55f1ea73b3,3
563191e71a,2
565d2342f2,1
565f9c3fce,1
566ac48e00,2
5673036fa1,1
5677f991b7,2
56810440c4,0
568d119e66,3
5691530ff4,1
56974f6864,1
569f85c4ce,1
56a4e5c1e5,1
56ab4fae30,1
56ac0f17be,2
56ac5605d2,0
56b5540fd7,1
56ced19ad6,3
56d025f76c,4
56d6d999b8,3
56f4bcc716,3
5701bbfe46,1
570d1da727,2
5717740aa6,0
571b14e631,2
571e63d0bc,2
57293a65d5,3
572cb220d2,2
572f0b1ad8,3
57302cf4b6,1
573f9f58c4,3
575d24d81d,2
576fd5de16,1
578aefa47e,4
578b502c6d,3
57904adf94,0
57e0cff707,2
57e394bc67,4
57f8b13094,1
57ff97666d,3
5800248c17,3
58135d5189,3
581e7f38d7,4
58777a8c79,2
58789490d6,0
589e94265a,1
58a51c861e,0
58ad72a266,1
58d177c0d0,1
58d62862fa,4
58de316918,2
58edb9b58c,4
58f752db3b,2
59092e355d,3
590e32af63,3
590e6bdbef,2
590f7ae6e7,4
5936740d48,0
594712691d,1
5948185d4d,1
59597a8431,3
595deae139,0
5970137a1e,1
5990041346,4
5991bd3f1b,4
59944f0f92,0
59b1bac5d5,1
59ceec4f7c,3
59dabe134f,4
59dfd4c7e5,4
5a02df7676,3
5a3c38104c,1
5a6cd229a9,1
5a6f57c150,0
5a6fa22207,0
5a7a933a05,3
5a81181e41,2
5aa0015d15,1
5aca18a605,1
5ad4b1d1ff,4
5ad7172ca7,1
5aee63c515,0
5b217529e7,2
5b2282b51e,1
5b28c5ba50,3
5b3b86341f,2
5b435fad9d,2
5b72ade49e,3
5b7c160d0d,4
5b836d2444,1
5b86544456,4
5b8dc086ff,1
5bb48ef0ea,4
5bb976391e,3
5bbcd70d2f,4
5be9925bca,4
5bf5d82829,2
5bffe3b52f,3
5c0cde01b7,4
5c28eec331,0
5c297b5dcd,2
5c33b65396,0
5c51c23a7b,4
5c616dea00,3
5c65a9775b,0
5c70da6c2d,1
5c7f310937,1
5c87971507,3
5c8ce5869b,3
5c9326f1e4,4
5cada3d3f1,4
5cb2496125,4
5ce554e890,4
5cefe5b52c,1
5cf1f1e7f0,4
5d07e84138,1
5d0a9c5b0e,2
5d4dcb9d8b,2
5d600057f5,2
5d6126f459,1
5d7424eab2,3
5d752d6d4a,0
5df9874c5b,2
5dfa4cfa2d,0
5e09ef27a6,1
5e0d2e6c25,0
5e350fa662,4
5e3c2aa2bb,2
5e58ed4adb,1
5e85356a28,4
5e95137d5f,2
5e98f349f3,1
5ebe9e404d,1
5ec4b8eff9,4
5ec6db5c9d,1
5ecf1f5cb4,3
5edb37f5a8,1
5edca1bb89,2
5ee2d40bbb,1
5ef096aeac,3
5f1aa014c5,1
5f1df5e4a8,3
5f248cf0d6,1
5f397e0074,4
5f3b26ac68,3
5f43816c42,4
5f45291a7a,3
5f48c8c123,2
5f51a19f9e,0
5f7c5c59f5,3
5f8370ed60,3
5f8b4540fd,4
5f8f40ce31,1
5f98029612,0
5fa536d1fd,3
5fa87fc4cd,0
5fabfdc0b6,4
5fc8bb94aa,1
5fd2a3ef64,0
5fd411e302,2
5fd8ed2395,4
5fe333fd26,1
5fe4e3f5e6,1
5fe599e1a5,2
