id,fold
0df53ae04c,3
0df9f16bc9,2
0e16439e05,3
0e53e6294a,4
0e63d9a8b4,1
0ea5ea6946,3
0eacc93ff3,2
0eb52aa52a,3
0ebe3ee1ad,4
0ec68b2e42,0
0ece337a15,2
0ee8a744eb,4
0f02cec809,2
0f19680b4d,0
0f20f0242c,0
0f3118527c,3
0f4637e4b7,0
0f5ada4dc3,4
0f613bd191,3
0f6e788cdd,2
0f762f2746,0
0f7aa746d6,4
0f9977b1dd,1
0f9b1dbc3f,1
0f9beb1453,4
0faaf196b4,2
0fb7b2772a,1
0fc5ad7e3b,2
0fcbd0567b,3
0fd38464c3,0
0fea4b5049,1
0ff9f243e5,3
1017084680,2
1019e6ed47,1
103713e20d,3
1037da2ff7,0
104ce199d8,3
106a222c7c,4
106e4043ba,4
1075fa3200,4
107f1047c1,2
10833853b3,1
109bccf6c6,0
10a1a5b78f,4
10aa115164,1
10b19bd1f8,3
10e1c8e23a,0
10e835f9ab,2
10ecfda568,1
10f24c23af,3
10f3d01ddb,2
113b017a91,2
114397189f,0
114d62da56,2
114daa1bed,0
11518835a4,4
115ee54da8,2
1167a2bec9,2
1169f5b1fb,4
116bd22fd0,4
11a14b9fcd,3
11a54f2eff,1
11bfb46a23,1
1263576548,4
1267729ffd,0
1268fbf8c2,4
126f253739,0
1277f1a611,1
127ef4105f,3
128f3b0e36,0
12a953a079,1
12bf4f2d3b,2
12c92c9f70,3
12d09b9fa4,4
12e859e91d,4
12e94a5a08,4
130229ec15,1
13037dfbb2,2
1306fcee4c,4
1313dbf1d7,2
131ca4b83d,1
13209940d7,3
132e30cffd,4
13483cd62a,3
135ae076e9,2
136af05158,1
1379940546,0
13adf02399,0
13f3daf89f,2
13f448be07,3
13fb17bf13,0
1401f04c4b,3
1414606ab4,2
14152a6731,3
1435d5602c,4
1439570aec,3
143eefe05a,2
1463aee5b3,4
146ec37657,1
1495558064,1
14a89a1840,2
14bba6af57,1
14c16f99d5,4
14c6a2d399,2
14da113475,2
14dcf18fb6,3
1544a0e952,2
154948ae6d,4
155bcd4b4d,4
157b2aa3e0,2
158765ed16,1
15d079a8e8,0
15d76f1672,1
16017c8e02,0
16207869ba,1
1621c14879,0
1623de321c,4
164873b51f,1
16589f0702,2
1664b6a6d5,4
168f625d62,2
16a9609841,1
16b2119ffa,4
16bee00afc,0
16cebad726,0
16e308dbc3,4
17113fd0bd,0
1724889841,3
1739b1634d,0
173dd2f369,0
174b478747,4
174ebb49df,1
1751290ca2,2
176ad39bc7,1
1770691c51,0
178bd2185d,3
178d777950,4
1790f3520c,0
17972a6517,0
17a6639049,4
17a8b7e7f3,3
17bb0d4b3e,4
17be1887b9,2
17c5d2464c,3
17c6355815,2
17d70fee5c,0
17dd87aefa,2
17dde2138e,3
17e67f9ce4,4
1804a4c064,2
1804b11f9a,1
180d2ec2cc,0
180f0a1854,4
1821c518da,0
1825fadf99,0
182bfc6862,0
182ea1798b,2
184356736e,2
18449e54f8,1
185172060e,4
18590f686a,0
186d861771,2
186edd93a3,3
18ac660fbb,4
18b26e968c,1
18c4cdefec,1
18d013fced,2
18e2325a5b,0
18ea3802ca,3
18f3626b0f,4
18fc51d517,2
190ea39ec4,0
190febf6cd,3
1925c11fce,4
1931feb9b8,2
1937cfedc5,4
196cffdb4b,2
19843b4e95,1
1986fcadda,0
19902af6bd,4
19b7d2e2bf,2
19bd49e478,4
19cc342b91,4
19d821e8e4,1
19e749d0b1,2
19fdb270d6,0
1a0996a817,0
1a1b0c1549,3
1a288f27bf,3
1a28f06897,1
1a2918c9b4,4
1a2d060823,1
1a37af90c1,2
1a4278325d,3
1a4ffa4415,3
1a5c093750,4
1a67b08604,0
1a72cc3d3e,1
1a7f8bd454,3
1a8a17f220,0
1a8c4fd6ea,2
1ab49f29e9,4
1abe5e8a3d,1
1abf3d7f60,2
1ac058f0a4,1
1ac4fd8022,3
1ad2135efa,1
1ad819c49a,4
1aef65e24b,4
1af44a9db0,2
1af9e4bbd8,3
1afddc8196,2
1b073494ab,0
1b0d74b359,3
1b2c817dd0,3
1b2daa0f13,0
1b5a148cd3,1
1b5c4051d4,0
1b61e02423,3
1b6919f87c,1
1b71d67404,1
1b8d100712,0
1b9865501f,3
1bd1c8c771,2
1bebafb9f3,1
1befe1ba44,4
1bf062bda2,4
1bfe4907c1,3
1c02222ef8,2
1c0b2ceb2f,0
1c20fc4477,1
1c3397d0ef,2
1c37e37fbf,0
1c41821d13,0
1c6237ae58,0
1c687fea93,2
1c6f7aac78,3
1c78d88cb8,4
1c8f6881ac,3
1c9fa3dff4,2
1ca865b041,3
1cad8c327b,4
1cb4733828,1
1cb9549d2c,4
1cc428e57e,3
1d0a131f99,2
1d0c2fa004,1
1d2382ac3f,1
1d2c8152bd,0
1d2cd614be,1
1d4e60eafa,0
1d685060b2,4
1d798aa5d5,2
1d7a812c76,2
1d80de2ec9,0
1d93614392,3
1d93cf8169,3
1d955f8103,4
1d9bc2591e,1
1d9f4e875a,4
1da21e7498,4
1dbc694c5d,4
1e2bad4d81,0
1e4a233a70,0
1e4c96a9cd,3
1e5e713964,1
1eaf42beee,0
1ebc029ba0,4
1ee0d5b4d0,3
1ee82dabee,2
1efe1909ed,4
1f0b16aa13,2
1f1cc6b3a4,1
1f1e11aee4,3
1f3299c2ba,2
1f33387a8e,1
1f50bc7a9f,0
1f6afee5ca,4
1f73caa937,3
1f7e3eef06,2
1f805e4733,4
1f8bf8c5d0,2
1f9dcb9a1f,4
1fba03699e,3
1fec8e839a,2
1ff0aa7f05,3
2010b17cf6,2
20349d0a12,1
203f6117be,0
204c4657d5,4
20658e781f,4
2067c20654,0
20894faad9,0
20a0f53112,4
20a4dad0c1,3
20b11dcfb8,2
20b26a6ea7,2
20c99dee06,0
20ed65cbf8,4
2101c21f75,1
211dca3b80,3
211eb21702,0
211fc910da,3
212ba67b51,4
212f074587,0
213e0a9f7b,3
216aa6275d,1
216e2a7492,0
217a70a0cb,4
217eeca27e,2
21d01a8e82,1
21df07989f,4
21e1d6e38d,4
21ec084221,2
2226df3ca1,4
22398d77b8,3
223e0c3942,3
225ae42209,2
226eeb7c67,0
228f9cee2e,2
22a889c9fc,2
22b0774178,1
22e7cc183f,0
22fdf96a54,4
230226a446,3
230b98e713,2
231fc4e8e5,3
2356ec6570,1
236a5cc090,2
2380664922,4
2388b3eb40,0
23a17b87e7,1
23a7afcb36,4
23afbccfb5,1
23b7bf14c5,4
23bbdfd154,2
23c72b10cb,1
23cdfc53fe,1
23e1bb3ee8,3
23e5717c0f,3
23eb8cfbc0,1
2424f4afc7,3
2425501bf4,4
2444e83809,2
24522ec665,1
246d86ba32,2
24a38972a3,3
24a8ae9bb9,4
24b40af38f,1
24bf79cd1e,0
24c102ca1f,1
24cb80b5da,3
24d67576d0,4
24e98d224a,0
24f27c4087,0
25143d7837,2
253eb71c3d,3
253ee294d9,2
254efd9043,2
2556c23489,4
255e6ef6a9,0
2578042000,1
25845ace3d,2
258a5db63e,2
2596227117,1
25a9f40814,1
25bbbcd4a4,2
25bd98aec3,3
25c415e373,2
25d24d4554,3
25db231ea0,0
25dc959ebd,4
25e4b6fd77,4
25e519b494,0
25edb9edb3,2
25f2e30c66,4
25f532d7cc,3
25fb3a895a,3
26000ba320,4
2615b5210d,1
26281da345,0
26382e2d1f,4
263bd9dfd6,3
26527458de,2
26808abb2d,4
268baf2d43,0
268d39db25,0
269b6cad0d,2
26a76b910c,1
26ae98fddb,0
26ec6ef9df,1
2717821409,1
276807c93b,0
2775c5f447,1
27870bb184,2
2787bfe603,1
27a240a570,1
27b5526adb,2
27c035c5ae,4
27c45fef01,2
27c4850501,4
27d0d9af30,0
27de423ad3,1
27e12cbcea,0
27ec51c877,1
27efc3195e,4
27f6632fd1,0
27f923aac9,4
280dcd0b2d,3
2821f70a5a,4
28553d5d42,4
285b9ba056,1
285f4b2e82,0
2874150952,4
287aea3a3b,1
287b0f197f,2
287d035464,1
2886e27fb6,4
288c4c1941,3
28948eeb9c,0
289af097b0,1
28a1187a4e,3
28a9c6e5fe,1
28ad4e60c5,3
28ca5ff16f,2
28d42de29f,0
28df927e87,0
28e3c1128c,2
28f6f52c8f,0
28f865caaa,1
2903f6a1db,2
290e9d9748,4
29162a3471,0
296a04bc06,4
296de39be2,3
2993a272be,2
299ba3cf34,4
299ef808f6,4
29a1b18e79,4
29b25b5f03,1
29b5ee6cf5,0
29beb70925,2
29c033e8e4,3
29d8bf3a4c,2
29df15c1ce,3
29ea4f92c3,0
29fd4ba626,1
2a00ecc904,2
2a070f3dc6,3
2a16af2ae7,4
2a26fb616b,1
2a484baa26,2
2a49169951,1
2a5805ad13,0
2a6477aee8,2
2a71003f75,1
2a9190ed84,3
2ae425e5a3,1
2af008d773,1
2af240d261,2
2af3c055b2,0
2b160a1291,4
2b1e71c2a3,3
2b2fc71ee1,1
2b30313d2c,4
2b39f9a88f,2
2b405e7016,3
2b55bdbda1,2
2b723b8474,3
2b76b47947,4
2b77f82b42,2
2bc179b78c,4
2bc8a3db3c,1
2bca4fe522,4
2bce09096c,0
2bd87e0587,4
2bd913a165,3
2be45a7fa3,4
2bf5343f03,1
2bfa664017,0
2c3c64402e,2
2c45b152f1,3
2c707479f9,0
2ce9c36a98,1
2d20ee4eff,3
2d3c0a68f9,2
2d4e7a937b,4
2d5f4b0213,0
2d64b6a8cf,1
2d7a83381c,4
2d8a3a262b,1
2da763222e,0
2da8da57e1,0
2da9564e53,3
2e035505d6,4
2e69b6eb16,0
2e7921981a,3
2e8bf3f7b3,0
2eae73b03a,2
2ebe2eba03,4
2eca5f70b1,0
2ecb2b0797,0
2edf2e3e05,3
2ee6e81e4b,4
2eea9d51a4,2
2f00b33427,0
2f20c083c2,4
2f2e86de0b,3
2f35ac4b87,2
2f3eff4192,1
2f493f72ff,2
2f4fb95bb7,0
2f5377ea9d,2
2f746f8726,3
2f8b36c386,0
2f8e4f82fd,0
2f917b1124,2
2fa330e8fd,3
2fa4260cde,3
2fa889172a,4
2fb152d905,0
2fb6791298,4
2fbde8630d,0
2fc6fb555f,3
2fd6d25adb,1
2fe0292eea,4
2fe186a2c6,3
2fe4adfd48,3
2ff32a1188,2
2ffe02e882,4
2ffea0c397,2
3004f41177,4
30082e87d9,0
302ea1ac81,1
30307d5103,1
30491b379f,3
306e6e7743,4
3072ae3119,1
30787ad7df,2
308a9348e0,3
30badffdd5,4
30bb4cd749,3
30cb1002fb,2
30cc3d3982,1
30d4fb116b,0
30e4d22141,4
30e5cfec08,4
30ff4f38cf,1
3116a9d54c,1
31250cef62,4
312c4ce754,3
314db606fd,0
316074fdc4,4
31683f8a18,4
3187bf5c2d,1
31a4341eb6,1
31aaa04c63,0
31b003483c,4
31b1314c62,2
31b7874f49,1
31ca053bec,3
31d35c7c1d,0
32062fff08,2
3218afdc84,0
321f21e02f,1
32273eef45,3
3228f203a3,2
323882f716,4
324eb2ec65,1
32599d97bb,2
325cde4fa9,4
3276e900a7,1
3281bb7282,2
32887c2719,0
32afbf53f6,4
32f1039c61,4
32f4fd66ae,1
33041df256,2
33159fbb9b,1
331ec135dd,4
3320eb35e4,2
335474f8ec,3
3358462c1b,2
336e1995cd,1
3371d166f0,4
337b30caff,1
33820f50d8,4
33887a0ae7,4
3391f0befc,4
33b50159a7,0
33ba7dd9a1,2
33dfce3a76,1
33dfe8b243,4
33f32ff406,3
3404341cc6,2
3406ef6042,1
340c808130,0
340fe814a3,4
341f6694f1,3
34205cc12b,1
343b0359b5,1
346358e652,4
3480629331,3
34831dcd0c,2
34b32c5b5d,4
34bd0facd2,0
34bfcfa11b,4
34d2af0f86,4
34e51dba6a,2
34f61e9a54,3
3501da04b2,1
3507f73405,2
351ea99ec3,3
3525fcea1e,2
3531c9193f,1
35499d9dd6,4
356fa48ac4,2
3577258d6b,3
358b9acfb5,1
359128303c,4
3598c246d7,2
35b34a9da1,2
35ba6f2faf,1
35bbf1302b,3
35f3cb48d6,3
35fd991255,2
361d5e6834,1
362cec7849,1
3634f29aac,4
363a171d90,1
365abbdf77,3
365bdf0ae1,2
3662fffe30,4
367c6fb412,2
3685aa0e78,0
368767c9fd,2
3687839ecc,4
368f635c4c,3
36a6901cae,3
36aa21019e,4
36ad52a2e8,0
36b768bfa7,4
36bc8044f8,3
36db23ceb8,1
36e68393b6,1
36f332bd11,3
36f9ab3ee0,4
370763b8a9,4
37251064bd,2
3734601c15,0
376e55e566,4
3782748f51,3
3792be0845,2
3794cd4d73,1
37aa9fc79a,4
37ba215c62,1
37c95ff7df,2
37df75f3a2,3
37e16a5404,0
38063f77a8,4
380dea2a5a,0
380ff30e30,0
38178b0ded,1
3822f73c1c,3
38232d1fe3,3
38438eab6c,0
384d50db49,4
3862950849,1
38673ade97,2
387aa87ae2,2
387b6956c4,1
38a15dee44,4
38c0d9ca8e,3
38dfaadc68,4
38e018ea0f,1
38ec59117e,0
38ed2aa7cb,3
390355fd73,0
393048bc6c,3
393f2db0b0,0
39400e0443,4
395726930f,3
395e668f22,2
396ae389d8,0
3975043a11,4
397f00cf61,0
3984ed8d4e,1
399694c381,3
39a05bf91f,2
39a5b5f33a,3
39cd06da7d,0
39dd1c43bd,4
39f101a807,3
3a068284ed,4
3a310860a3,4
3a3281b37d,0
3a33e1eb89,2
3a3e1e824d,0
3a58606814,0
3a5e5f4202,1
3a690dbd1b,2
3a7bbd73af,2
3ad9500e43,3
3b05fe7a3f,1
3b2f902ec6,1
3b4be071a8,3
3b5c0e9308,3
3b5e9c6e05,1
3b9586e2ff,3
3bbf82fc28,0
3bd3216e16,0
3be0c0be8e,2
3bf70b71cd,0
3c1097c378,1
3c10a71f62,2
3c1d07fc67,1
3c1ed5cc1f,3
3c2ea1a63f,4
3c2f5ba174,4
3c30b8e27b,4
3c35e3ad94,1
3c3e74faf6,1
3c66e5ab54,3
3c6fe4b7ba,2
3c7e2d60a7,3
3c9931bca2,4
3ca252f526,3
3cb59a4fdc,1
3cc59342bd,0
3cd0ce6e18,0
3cd4d01b7d,1
3ce41108fe,2
3ce657b8f7,4
3ced3ed63e,3
3cf0203cfb,2
3d0acb5c90,3
3d0f8c81ce,2
3d339265c4,2
3d4bc58424,3
3d6d400816,1
3d781526c2,4
3d99801810,2
3da64841d8,1
3da729cae9,1
3dae882971,3
3dbbc237c5,3
3dc4b77bb5,4
3dc8ca137c,4
3ddb2ff7a4,4
3de0c773e1,0
3df62de11d,2
3e1c11cfa8,1
3e3431be2f,2
3e84576386,4
3e87545802,3
3e8b5729dc,0
3eabf280ed,1
3ec0423139,1
3ec30a713c,3
3ed6168b22,4
3ed6d1c7df,0
3edc3edf92,0
3ee1cfb6a6,1
3ee4de57f8,0
3ee87f1ea6,3
3f22f2ef0e,4
3f2865df45,1
3f5adbdcc7,2
3f76f25042,4
3f8634704b,4
3f8a8f4715,3
3f9df26c0c,0
3fc4d6b6ed,2
3fc79d2ece,0
3fd0ef2d38,4
3fd616ef00,2
3fe0ac38f0,1
3ff3881428,1
400e66f34e,4
4015200239,3
401b591c07,3
403cb8f4b3,1
404b62a4d5,0
4079c73376,4
407bd44d31,3
4085f8522d,3
40a571cf0f,2
40a7f422e2,2
40aaac97b1,3
40b45f1871,2
40bb5a9cbe,1
40ccdfe09d,4
40d01e18a0,3
40d96e8022,3
40dcff68b3,2
40e8e14e60,1
40fbc03558,0
415eb5b72c,4
416101e57a,3
4161f35a4f,4
417833daa4,1
41895b0f40,3
418a13df5c,4
418b7878a8,2
41a4f7424e,2
41cfd4b320,1
41e173a1e5,3
41e2137184,3
4210e9e5d3,1
423800be38,1
423ae1a09c,0
42758bb41a,3
4279e747a0,2
4285c2ffe8,0
428a877104,3
429b289e07,3
429bf7c665,0
42a3baf571,1
42b9ff31aa,4
42c563d895,1
42d64f2d78,0
43001d32e7,3
430ef30e87,1
4319885cf1,0
4329ab8cf6,4
432b8b6a71,4
4336ac847e,2
437fbb64d4,3
438443e0d3,0
438b4cc6e3,4
43a1dbb062,3
43a9c21cea,2
43ec939286,1
44047c3e10,4
440534c8dd,4
4433b159db,3
44381a3f55,3
443985b709,1
44425dc49d,0
444c32935c,2
444dcc147b,3
44ac5b2526,3
44c8aed146,4
44ccc2d846,1
44d745a704,0
44e3f20074,2
44edd661a0,2
44efef9c4f,1
44f2ea3584,2
44f5dd71ab,0
4514686882,1
4514d46495,4
45180088a6,1
4520536c03,4
452b06b003,3
4541761ba4,2
455c8febce,0
455d05742a,4
4575e490e4,1
457d5edb4c,2
457f80b1c5,1
458a05615e,3
459396b418,0
45a1f78171,4
45a2a01008,0
45a7562dbf,2
45b5f91d83,4
45f292bb41,0
45f31c81d4,1
45fb16d378,4
4608c638bd,3
4618b50b42,2
4630209118,1
46386ca4a3,3
4654389112,3
465463b009,4
465486e6ec,3
465f93cd9c,2
466030918d,4
466548defe,0
46673b0e2d,2
467469da7b,1
4680bc7373,0
4696bb53e6,3
46b424e067,2
46b7364b81,1
46bbe12b2c,4
46bec86213,4
46c1a0e9a3,0
46dd77ede5,0
46f402dcd5,3
4702cdd4f0,1
47048ac10a,1
47398efeb4,3
4743e3bf8d,1
475fafb8e2,3
4766b51055,4
47729d4ee5,3
4776354474,1
479cb24efb,4
47aba1e35c,1
47bd268dcd,2
47fd4036e7,1
481ed855f2,2
483372b203,4
483b35d589,4
4848a3a509,2
4864559ba5,1
486ae46ba0,0
4875705fb0,4
488f5f133e,1
48940ae0b0,0
489a8fd021,4
48a18f5386,3
48b63017da,3
48b8dda801,2
48bb098115,2
48d34846d7,4
48d81e93d9,0
48db3b8c5f,4
492383a53b,3
49336bb17b,2
494daad56b,0
495a2d3c7c,1
495e5d8dc0,4
4985566e7d,3
4986fb6755,0
4989c6509e,1
498d327724,1
499560e566,4
49a90688bf,1
49d061af38,1
49f22705ea,0
49fe2ee7ba,4
4a11c0f4ad,2
4a12baccc4,1
4a27de03fc,4
4a39459597,3
4a5595076f,2
4a5dd4ab45,2
4a7418a5e6,2
4a8d55bdf5,0
4ac19fb269,3
4ad2ddacfc,4
4ad8a63538,3
4b019a8354,4
4b0bf2f4a1,4
4b0c5aad63,2
4b15912a41,3
4b17d5fb8f,4
4b2af55ae6,4
4b3502ca99,2
4b44c94892,1
4b522e501e,3
4b72e35b8b,4
4b873df7a2,4
4b9862566c,2
4b9b8c2e44,4
4bb8260218,0
4bc87727b5,2
4bd876a71c,0
4be0764138,2
4be85a3110,1
4c36178b41,0
4c43d99f68,3
4c4556fff0,4
4c7e3c71e6,3
4c7f2b2c18,2
4c8132dc73,1
4c89e94e36,3
4ca8350f11,3
4ce60abe5f,4
4cfee4b097,0
4d03329aa4,2
4d04dcd959,2
4d1efb19d7,2
4d2ede6b7a,3
4d33311a1e,1
4d341171a4,1
4d4adc5623,0
4d58e8d8ff,3
4d6121dae0,4
4d684d99cc,4
4d7b42314d,2
4d9b845652,4
4d9fa2d97f,0
4db68c7d25,1
4e3ccf37ee,0
4e41f7a5df,4
4e47ff086f,0
4e4cadf03f,0
4e51caa68e,3
4e5d643b2f,2
4e6855dbae,1
4e7d4502bc,2
4e86258646,1
4e89a919ed,1
4e961dd0ed,3
4ebed82264,2
4eccb0cb9d,1
4ed12ec89a,4
4ed2467e7c,3
4edadcf4c4,4
4ee4b3485e,0
4ee5d2c629,3
4ef0559016,3
4f02bab289,1
4f105993c5,4
4f30a97219,0
4f3368a855,2
4f349b5ab8,1
4f5df40ab2,0
4f62a5bb14,1
4f6328bf93,2
4fbda008c7,3
4fd99d2b52,4
4fdc882e4b,0
4ff5c5ef47,3
500683ce7e,1
500d909b87,2
501c68e571,2
50251a9572,4
50290e75f9,2
502b97b954,3
503aba826b,2
504c4a71d2,1
505483d249,2
5081bad441,3
50b3aef4c4,2
50d3073821,0
5103df3d79,2
5108785aaf,4
51179a1815,1
51423622fd,2
5155ad847f,0
51846d4c96,4
51870e8500,2
5187e13789,0
518ee8cf52,3
519cc2a871,3
51acfd1399,4
51b639314d,1
51be9fc3d5,0
51d1696054,2
51e82eaa5b,4
51e8e6bfc4,4
51ede1c702,2
52020f0fd4,2
5203d6e046,0
520fdf987c,2
525be73de5,3
52667992f8,2
526d63530a,1
527c3abd5f,4
528cb6678c,4
52914952d6,2
52a0f74bfe,0
52aa9a9703,1
52ac7bb4c1,3
52ae147d60,0
52e7de7430,3
52fdbf981f,1
5306b708be,0
530f759c6f,3
5326fad561,1
533a731c99,3
5343d4837c,4
53485dc0d9,3
535503063e,1
5378360450,0
537f18bd97,2
5395202313,1
53b480e29f,0
53c79255ba,2
53dab98a36,0
53de66df2a,4
53e17edd83,3
53eb356632,0
5423d6049c,3
543acdb5f7,4
543f5887a2,1
5446a64ba5,4
5448c46aac,4
54629440c9,0
5468ed796d,3
547c9d83fd,4
54842b574a,3
548887f17d,4
5489419bef,0
5489a9e706,0
54a3636ba6,3
54cb8bdbe2,2
54cfa66336,4
54dd074cd7,2
54dd4658d1,1
54e2419450,3
55111519ec,4
553733b17b,2
5559e0ceab,1
5575337f66,0
557feaaf65,4
558b11d1b8,3
55a49950a0,4
55e9012561,0
55f1ea73b3,1
563191e71a,2
565d2342f2,3
565f9c3fce,0
566ac48e00,4
5673036fa1,4
5677f991b7,2
56810440c4,0
568d119e66,0
5691530ff4,3
56974f6864,2
569f85c4ce,1
56a4e5c1e5,0
56ab4fae30,4
56ac0f17be,1
56ac5605d2,2
56b5540fd7,2
56ced19ad6,1
56d025f76c,3
56d6d999b8,3
56f4bcc716,4
5701bbfe46,1
570d1da727,4
5717740aa6,1
571b14e631,1
571e63d0bc,3
57293a65d5,1
572cb220d2,0
572f0b1ad8,4
57302cf4b6,3
573f9f58c4,2
575d24d81d,1
576fd5de16,1
578aefa47e,4
578b502c6d,4
57904adf94,1
57e0cff707,1
57e394bc67,4
57f8b13094,3
57ff97666d,1
5800248c17,0
58135d5189,2
581e7f38d7,3
58777a8c79,4
58789490d6,2
589e94265a,3
58a51c861e,1
58ad72a266,2
58d177c0d0,1
58d62862fa,2
58de316918,0
58edb9b58c,4
58f752db3b,1
59092e355d,0
590e32af63,0
590e6bdbef,1
590f7ae6e7,3
5936740d48,1
594712691d,0
5948185d4d,4
59597a8431,4
595deae139,0
5970137a1e,3
5990041346,1
5991bd3f1b,1
59944f0f92,4
59b1bac5d5,2
59ceec4f7c,0
59dabe134f,3
59dfd4c7e5,4
5a02df7676,1
5a3c38104c,3
5a6cd229a9,4
5a6f57c150,0
5a6fa22207,2
5a7a933a05,1
5a81181e41,0
5aa0015d15,3
5aca18a605,3
5ad4b1d1ff,4
5ad7172ca7,1
5aee63c515,0
5b217529e7,1
5b2282b51e,4
5b28c5ba50,3
5b3b86341f,0
5b435fad9d,0
5b72ade49e,4
5b7c160d0d,1
5b836d2444,2
5b86544456,1
5b8dc086ff,4
5bb48ef0ea,3
5bb976391e,3
5bbcd70d2f,2
5be9925bca,4
5bf5d82829,0
5bffe3b52f,1
5c0cde01b7,2
5c28eec331,3
5c297b5dcd,1
5c33b65396,0
5c51c23a7b,0
5c616dea00,2
5c65a9775b,4
5c70da6c2d,0
5c7f310937,0
5c87971507,2
5c8ce5869b,1
5c9326f1e4,2
5cada3d3f1,4
5cb2496125,4
5ce554e890,4
5cefe5b52c,0
5cf1f1e7f0,4
5d07e84138,0
5d0a9c5b0e,1
5d4dcb9d8b,3
5d600057f5,0
5d6126f459,3
5d7424eab2,0
5d752d6d4a,2
5df9874c5b,1
5dfa4cfa2d,4
5e09ef27a6,2
5e0d2e6c25,0
5e350fa662,0
5e3c2aa2bb,3
5e58ed4adb,1
5e85356a28,2
5e95137d5f,0
5e98f349f3,3
5ebe9e404d,4
5ec4b8eff9,3
5ec6db5c9d,2
5ecf1f5cb4,3
5edb37f5a8,4
5edca1bb89,2
5ee2d40bbb,0
5ef096aeac,1
5f1aa014c5,4
5f1df5e4a8,4
5f248cf0d6,3
5f397e0074,0
5f3b26ac68,4
5f43816c42,0
5f45291a7a,1
5f48c8c123,0
5f51a19f9e,3
5f7c5c59f5,1
5f8370ed60,2
5f8b4540fd,0
5f8f40ce31,2
5f98029612,0
5fa536d1fd,0
5fa87fc4cd,1
5fabfdc0b6,2
5fc8bb94aa,0
5fd2a3ef64,2
5fd411e302,4
5fd8ed2395,3
5fe333fd26,2
5fe4e3f5e6,0
5fe599e1a5,3
